,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
281,Retail Coordinator,Auckland,Auckland Central,50608641,standard,https://www.seek.co.nz/job/50608641?type=standard#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Natural Sugars,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
282,Reception/Admin,Auckland,"Rodney & North ShoreRodney & North Shore,$20 - $24.99 per hour",50554655,standard,https://www.seek.co.nz/job/50554655?type=standard#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Revolution Health,0,0,2022-12-08 16:59,nan,nan,$20 - $24.99 per hour
283,Human Resources And Payroll Administrator,Wellington,Wellington Central,50605709,standout,https://www.seek.co.nz/job/50605709?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,INSIDE Recruitment,0,0,2022-12-18 16:59,administration & office support,contracts administration,
284,Sales Co-Ordinator,Waikato,Hamilton,50631711,standout,https://www.seek.co.nz/job/50631711?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Asset Recruitment Ltd,0,0,2022-12-21 16:59,administration & office support,client & sales administration,
285,Temps Temps Temps,Auckland,,50599282,standout,https://www.seek.co.nz/job/50599282?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Emergent & Co Ltd,0,0,2022-12-17 16:59,administration & office support,administrative assistants,
286,Principal'S Personal Assistant,Manawatu,Rest of Manawatu,50576960,standard,https://www.seek.co.nz/job/50576960?type=standard#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,TARARUA COLLEGE,0,0,2022-12-12 16:59,administration & office support,"pa, ea & secretarial",
287,Administration Manager,Auckland,Manukau & East Auckland,50587897,standout,https://www.seek.co.nz/job/50587897?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Tribe (New Zealand) Limited,0,0,2022-12-14 16:59,administration & office support,administrative assistants,
288,Business Support,Auckland,,50576340,standout,https://www.seek.co.nz/job/50576340?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Wise Group,0,0,2022-12-12 16:59,administration & office support,other,
289,Business Development Administrator,Taranaki,New Plymouth,50576858,standout,https://www.seek.co.nz/job/50576858?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Powerco,0,0,2022-12-12 16:59,administration & office support,client & sales administration,
290,Administrator-Maori Health,Auckland,Rodney & North Shore,50629277,standout,https://www.seek.co.nz/job/50629277?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Alpha Recruitment - NZ,0,0,2022-12-21 16:59,administration & office support,administrative assistants,
291,Admin/Accounts Assistant,Waikato,Hamilton,50564120,standard,https://www.seek.co.nz/job/50564120?type=standard#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Signature Homes Waikato,0,0,2022-12-11 16:59,administration & office support,administrative assistants,
292,Group Executive Assistant,Auckland,Auckland Central,50602483,standout,https://www.seek.co.nz/job/50602483?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Reserve Bank of New Zealand,0,0,2022-12-17 16:59,administration & office support,"pa, ea & secretarial",
293,Team Leader Compliance Support,Otago,Dunedin,50615457,standout,https://www.seek.co.nz/job/50615457?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Otago Regional Council,0,0,2022-12-19 16:59,administration & office support,other,
294,Category Assistant,Auckland,Auckland Central,50597415,standout,https://www.seek.co.nz/job/50597415?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Bidfood,0,0,2022-12-17 16:59,administration & office support,administrative assistants,
295,Bowel Screening Programme & Endoscopy Service Bookings Clerk,Canterbury,Timaru & South Canterbury,50573762,standout,https://www.seek.co.nz/job/50573762?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,South Canterbury District Health Board,0,0,2022-12-12 16:59,administration & office support,administrative assistants,
296,Office Manager,Auckland,Rodney & North Shore,50616430,standout,https://www.seek.co.nz/job/50616430?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,O'Brien Ward Lawyers,0,0,2022-12-19 16:59,administration & office support,office management,
297,Operations Coordinator - South Island,Canterbury,Christchurch,50597654,standout,https://www.seek.co.nz/job/50597654?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,,1,0,2022-12-17 16:59,administration & office support,administrative assistants,
298,Senior Court Judges' Associate,Wellington,Wellington Central,50631607,standout,https://www.seek.co.nz/job/50631607?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Ministry of Justice,0,0,2022-12-21 16:59,administration & office support,"pa, ea & secretarial",
299,Sales Support Administrator,Auckland,Manukau & East Auckland,50629084,standout,https://www.seek.co.nz/job/50629084?type=standout#searchRequestToken=e606cfac-d194-4e80-bfe0-9e1b8fa77009,Tribe (New Zealand) Limited,0,0,2022-12-21 16:59,administration & office support,client & sales administration,
300,Team Administrator,Canterbury,Christchurch,50576272,standout,https://www.seek.co.nz/job/50576272?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,WSP,0,0,2022-12-12 16:59,administration & office support,administrative assistants,
301,Front Desk Role Medical Rec,Tasman,Nelson,50597473,standard,https://www.seek.co.nz/job/50597473?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Equilibrium,0,0,2022-12-17 16:59,administration & office support,receptionists,
302,Service Support Administrator,Auckland,,50589122,standard,https://www.seek.co.nz/job/50589122?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Rentokil Initial New Zealand,0,0,2022-12-14 16:59,administration & office support,administrative assistants,
303,Team Admin,Wellington,Hutt Valley,50640397,standout,https://www.seek.co.nz/job/50640397?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Madison Recruitment Limited,0,0,2022-12-24 16:48,administration & office support,administrative assistants,
304,Business Support Administrator - Part Time,Hawkes Bay,Napier,50584591,standout,https://www.seek.co.nz/job/50584591?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Pan Pac Forest Products Limited,0,0,2022-12-13 16:59,administration & office support,administrative assistants,
305,Capital Projects Administrator - Fixed Term,Auckland,Auckland Central,50605248,standout,https://www.seek.co.nz/job/50605248?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Delegat,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
306,Team Leader,"WellingtonWellington,$75k - $85k p.a.",,50608494,standard,https://www.seek.co.nz/job/50608494?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Randstad - Business Support,0,0,2022-12-18 16:59,nan,nan,$75k - $85k p.a.
307,Referrals And Onboarding Coordinator,Auckland,Rodney & North Shore,50580017,standout,https://www.seek.co.nz/job/50580017?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,HealthCare NZ,0,0,2022-12-13 16:59,administration & office support,administrative assistants,
308,Executive Assistant,Wellington,Hutt Valley,50629518,standout,https://www.seek.co.nz/job/50629518?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Jordan Financial Planning NZ Ltd,0,0,2022-12-21 16:59,administration & office support,"pa, ea & secretarial",
309,Māori Impact Coordinator - Esr,Wellington,Porirua & Kapiti Coast,50625155,standout,https://www.seek.co.nz/job/50625155?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,ESR,0,0,2022-12-20 16:59,administration & office support,administrative assistants,
310,Real Estate Personal Assistant,Auckland,Manukau & East Auckland,50587780,standard,https://www.seek.co.nz/job/50587780?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Ray White,0,0,2022-12-14 16:59,administration & office support,"pa, ea & secretarial",
311,Administrator - 6 Month Contract,Auckland,"Auckland CentralAuckland Central,$24 - $25 + 8% holiday pay!",50617790,standard,https://www.seek.co.nz/job/50617790?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Hays Office Support,0,0,2022-12-19 16:59,nan,nan,$24 - $25 + 8% holiday pay!
312,Personal Assistant,Bay of Plenty,Rotorua,50580084,standard,https://www.seek.co.nz/job/50580084?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Lance Lawson,0,0,2022-12-13 16:59,administration & office support,"pa, ea & secretarial",
313,Pa Team Adminstrator,Wellington,Wellington Central,50606833,standout,https://www.seek.co.nz/job/50606833?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,"Ministry of Business, Innovation and Employment",0,0,2022-12-18 16:59,administration & office support,"pa, ea & secretarial",
314,"Administrator - Accounts, Sales & Marketing",Canterbury,Timaru & South Canterbury,50610697,standard,https://www.seek.co.nz/job/50610697?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Agilis Vets,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
315,Medical Secretary,Otago,Dunedin,50617211,standout,https://www.seek.co.nz/job/50617211?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Southern District Health Board,0,0,2022-12-19 16:59,administration & office support,"pa, ea & secretarial",
316,Reception And Accounts Receivable Administrator,Manawatu,Wanganui,50556351,standout,https://www.seek.co.nz/job/50556351?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,The Tasman Tanning Company Limited,0,0,2022-12-10 16:59,administration & office support,administrative assistants,
317,Candidate Manager / Administrator,Wellington,Porirua & Kapiti Coast,50600168,standout,https://www.seek.co.nz/job/50600168?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,RobLawMax Recruitment,0,0,2022-12-17 16:59,administration & office support,client & sales administration,
318,Customer Service /Sales/Admin,Auckland,"Rodney & North ShoreRodney & North Shore,$40,000 - $49,999",50557862,standard,https://www.seek.co.nz/job/50557862?type=standard#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,,1,0,2022-12-10 16:59,nan,nan,"$40,000 - $49,999"
319,Team Administrator,Wellington,"Wellington CentralWellington Central,$50,000 per annum.",50629442,standout,https://www.seek.co.nz/job/50629442?type=standout#searchRequestToken=08ea2732-ab51-473a-89d3-a5193b745fec,Kinetic Recruitment,0,0,2022-12-21 16:59,nan,nan,"$50,000 per annum."
320,Administrator - Research Support,Manawatu,Palmerston North,50576214,standout,https://www.seek.co.nz/job/50576214?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Massey University,0,0,2022-12-12 16:59,administration & office support,administrative assistants,
321,Contracts Administrator,Bay of Plenty,Rotorua,50567115,standard,https://www.seek.co.nz/job/50567115?type=standard#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Lakes District Health Board,0,0,2022-12-11 16:59,administration & office support,contracts administration,
322,"Adviser, Funding Services",Auckland,Auckland Central,50616885,standout,https://www.seek.co.nz/job/50616885?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,JacksonStone & Partners,0,0,2022-12-19 16:59,administration & office support,client & sales administration,
323,"Administrative Support Position Part-Time, Temporary",Wellington,Wellington Central,50552041,standout,https://www.seek.co.nz/job/50552041?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,PGF Group,0,0,2022-12-07 16:59,administration & office support,administrative assistants,
324,Executive Assistant To The Chief Executive,Wellington,Hutt Valley,50589126,standout,https://www.seek.co.nz/job/50589126?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Hutt City Council,0,0,2022-12-14 16:59,administration & office support,"pa, ea & secretarial",
325,"Adviser, Funding Services",Wellington,Wellington Central,50616869,standout,https://www.seek.co.nz/job/50616869?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,JacksonStone & Partners,0,0,2022-12-19 16:59,administration & office support,client & sales administration,
326,Project Coordinator,Auckland,Rodney & North Shore,50613874,standout,https://www.seek.co.nz/job/50613874?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Vodafone New Zealand,0,0,2022-12-19 16:59,administration & office support,contracts administration,
327,Sales Administrator,Auckland,Manukau & East Auckland,50621062,standout,https://www.seek.co.nz/job/50621062?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Bayleys Realty Group,0,0,2022-12-20 16:59,administration & office support,client & sales administration,
328,Word Processor,Auckland,Auckland Central,50580156,standout,https://www.seek.co.nz/job/50580156?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Dentons Kensington Swan,0,0,2022-12-13 16:59,administration & office support,data entry & word processing,
329,Duty Collection Agent,Auckland,"Manukau & East AucklandManukau & East Auckland,bonus plus medical insurance",50627457,standout,https://www.seek.co.nz/job/50627457?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Adecco Office,0,0,2022-12-20 16:59,nan,nan,bonus plus medical insurance
330,Childrens Team Coordinator - Oranga Tamariki,Wellington,Wellington Central,50602215,standout,https://www.seek.co.nz/job/50602215?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Oranga Tamariki,0,0,2022-12-17 16:59,administration & office support,administrative assistants,
331,Office Administrator,Auckland,Auckland Central,50547024,standout,https://www.seek.co.nz/job/50547024?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Base Up,0,0,2022-12-07 16:59,administration & office support,administrative assistants,
332,Team Administrator (Permanent And Fixed Term),Wellington,Wellington Central,50576174,standout,https://www.seek.co.nz/job/50576174?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,WSP,0,0,2022-12-12 16:59,administration & office support,administrative assistants,
333,School Administration Manager,Auckland,Rodney & North Shore,50519739,standard,https://www.seek.co.nz/job/50519739?type=standard#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Hare Krishna School,0,0,2022-12-03 16:59,administration & office support,office management,
334,Business Support Administrator - Northland (Whangarei),Northland,Rest of Northland,50572443,standout,https://www.seek.co.nz/job/50572443?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Wilson Group,0,0,2022-12-12 16:59,administration & office support,client & sales administration,
335,Office Administrator,Bay of Plenty,Tauranga,50542852,standout,https://www.seek.co.nz/job/50542852?type=standout#searchRequestToken=c8c4ebcd-148a-44e0-82bb-eb20252f3a5e,Datacom,0,0,2022-12-06 16:59,administration & office support,administrative assistants,
